Name,Value,Value Type,Type,Discount Class,Minimum Purchase Requirements,Combines with Order Discounts,Combines with Product Discounts,Combines with Shipping Discounts,Customer Selection,Times Used In Total,Applies Once Per Customer,Usage Limit Per Code,Status,Start,End
51d271843c1c,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-09-06 11:48:30 +0900,
6_2023_3OFF50 (2023-09-06 02:33),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-06 11:33:30 +0900,2023-09-10 11:33:30 +0900
6_2023_5OFF100 (2023-09-06 02:02),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-09-06 11:02:24 +0900,2023-09-10 11:02:24 +0900
June2023_WBACK_3OFF30 (2023-09-06 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-06 11:00:33 +0900,2023-09-14 11:00:33 +0900
June2023_TKS_5OFF50 (2023-09-06 02:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-06 11:00:17 +0900,2023-09-14 11:00:17 +0900
June2023_TKS_3OFF30 (2023-09-05 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-06 05:00:21 +0900,2023-09-14 05:00:21 +0900
June2023_WBACK_20OFF300 (2023-09-05 19:03),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-06 04:03:40 +0900,2023-09-14 04:03:40 +0900
June2023_WBACK_10OFF150 (2023-09-05 04:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-09-05 13:00:43 +0900,2023-09-13 13:00:43 +0900
June2023_WBACK_3OFF30 (2023-09-05 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-05 11:00:33 +0900,2023-09-13 11:00:33 +0900
6_2023_3OFF50 (2023-09-05 01:57),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-05 10:57:37 +0900,2023-09-09 10:57:37 +0900
June2023_TKS_5OFF50 (2023-09-05 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-05 10:00:23 +0900,2023-09-13 10:00:23 +0900
6_2023_5OFF100 (2023-09-04 23:24),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-09-05 08:24:34 +0900,2023-09-09 08:24:34 +0900
June2023_TKS_3OFF30 (2023-09-04 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-09-05 05:00:19 +0900,2023-09-13 05:00:19 +0900
09994e32e228,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-09-04 15:29:19 +0900,
June2023_WBACK_10OFF150 (2023-09-04 04:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-09-04 13:00:43 +0900,2023-09-12 13:00:43 +0900
June2023_WBACK_20OFF300 (2023-09-04 04:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-04 13:00:42 +0900,2023-09-12 13:00:42 +0900
6_2023_10OFF300 (2023-09-04 02:00),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-04 11:00:55 +0900,2023-09-08 11:00:55 +0900
June2023_WBACK_3OFF30 (2023-09-04 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-04 11:00:33 +0900,2023-09-12 11:00:33 +0900
June2023_TKS_5OFF50 (2023-09-04 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-09-04 10:00:22 +0900,2023-09-12 10:00:22 +0900
6_2023_5OFF100 (2023-09-03 21:51),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-09-04 06:51:33 +0900,2023-09-08 06:51:33 +0900
June2023_TKS_3OFF30 (2023-09-03 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-04 05:00:19 +0900,2023-09-12 05:00:19 +0900
6_2023_3OFF50 (2023-09-03 18:54),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-04 03:54:36 +0900,2023-09-08 03:54:36 +0900
FBT-BUNDLE-FA-18A59D52731,-5,fixed_amount,Amount Off,product,570.08,,,,all,0,1,1,Active,2023-09-02 15:26:27 +0900,
June2023_WBACK_10OFF150 (2023-09-03 04:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-09-03 13:00:42 +0900,2023-09-11 13:00:42 +0900
June2023_WBACK_20OFF300 (2023-09-03 04:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-03 13:00:39 +0900,2023-09-11 13:00:39 +0900
JFTHANKYOU (2023-09-03 02:01),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-03 11:01:24 +0900,2023-09-11 11:01:24 +0900
June2023_WBACK_3OFF30 (2023-09-03 01:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-03 10:00:59 +0900,2023-09-11 10:00:59 +0900
June2023_TKS_5OFF50 (2023-09-02 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-09-03 05:00:20 +0900,2023-09-11 05:00:20 +0900
June2023_TKS_3OFF30 (2023-09-02 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-03 05:00:19 +0900,2023-09-11 05:00:19 +0900
6_2023_10OFF300 (2023-09-02 19:06),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-03 04:06:31 +0900,2023-09-07 04:06:31 +0900
6_2023_3OFF50 (2023-09-02 14:29),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-02 23:29:19 +0900,2023-09-06 23:29:19 +0900
6_2023_5OFF100 (2023-09-02 07:22),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-09-02 16:22:26 +0900,2023-09-06 16:22:26 +0900
June2023_WBACK_10OFF150 (2023-09-02 02:03),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-09-02 11:03:45 +0900,2023-09-10 11:03:45 +0900
June2023_WBACK_20OFF300 (2023-09-02 02:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-02 11:00:55 +0900,2023-09-10 11:00:55 +0900
June2023_WBACK_3OFF30 (2023-09-02 01:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-02 10:00:33 +0900,2023-09-10 10:00:33 +0900
June2023_TKS_3OFF30 (2023-09-01 19:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-02 04:00:46 +0900,2023-09-10 04:00:46 +0900
JFTHANKYOU (2023-09-01 13:20),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-01 22:20:14 +0900,2023-09-09 22:20:14 +0900
June2023_TKS_5OFF50 (2023-09-01 11:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-01 20:00:42 +0900,2023-09-09 20:00:42 +0900
6_2023_3OFF50 (2023-09-01 08:50),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-09-01 17:50:30 +0900,2023-09-05 17:50:30 +0900
JF-LABORDAY13,-13,fixed_amount,Amount Off,order,350,,,,prerequisite,0,,,Expired,2023-09-03 00:00:02 +0900,2023-09-05 23:59:59 +0900
JF-LABORDAY9,-9,fixed_amount,Amount Off,order,200,,,,prerequisite,2,,,Expired,2023-09-03 00:00:02 +0900,2023-09-05 23:59:59 +0900
JF-LABORDAY4,-4,fixed_amount,Amount Off,order,50,,,,prerequisite,9,,,Expired,2023-09-03 00:00:02 +0900,2023-09-05 23:59:59 +0900
6_2023_5OFF100 (2023-09-01 03:03),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-09-01 12:03:26 +0900,2023-09-05 12:03:26 +0900
JF-LABORDAY15,-15,fixed_amount,Amount Off,order,350,,,,prerequisite,5,1,,Expired,2023-09-03 00:00:25 +0900,2023-09-05 23:59:59 +0900
JF-LABORDAY10,-10,fixed_amount,Amount Off,order,200,,,,prerequisite,7,1,,Expired,2023-09-03 00:00:25 +0900,2023-09-05 23:59:59 +0900
June2023_WBACK_10OFF150 (2023-09-01 01:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-09-01 10:00:57 +0900,2023-09-09 10:00:57 +0900
June2023_WBACK_20OFF300 (2023-09-01 01:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-09-01 10:00:54 +0900,2023-09-09 10:00:54 +0900
June2023_WBACK_3OFF30 (2023-08-31 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-01 05:00:41 +0900,2023-09-09 05:00:41 +0900
June2023_TKS_3OFF30 (2023-08-31 19:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-09-01 04:00:46 +0900,2023-09-09 04:00:46 +0900
6_2023_3OFF50 (2023-08-31 02:07),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-31 11:07:46 +0900,2023-09-04 11:07:46 +0900
June2023_TKS_5OFF50 (2023-08-31 02:07),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-31 11:07:46 +0900,2023-09-08 11:07:46 +0900
6_2023_5OFF100 (2023-08-31 02:07),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-31 11:07:45 +0900,2023-09-04 11:07:45 +0900
June2023_WBACK_20OFF300 (2023-08-30 20:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-31 05:01:01 +0900,2023-09-08 05:01:01 +0900
June2023_WBACK_10OFF150 (2023-08-30 20:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-08-31 05:01:01 +0900,2023-09-08 05:01:01 +0900
June2023_WBACK_3OFF30 (2023-08-30 19:02),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-31 04:02:22 +0900,2023-09-08 04:02:22 +0900
June2023_TKS_3OFF30 (2023-08-30 18:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-31 03:00:37 +0900,2023-09-08 03:00:37 +0900
V8ZYS3ANBVMB,-3,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-30 18:10:15 +0900,
Z3G968JY1MFZ,-10,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-30 18:02:08 +0900,
6_2023_3OFF50 (2023-08-30 01:08),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-30 10:08:30 +0900,2023-09-03 10:08:30 +0900
June2023_TKS_5OFF50 (2023-08-30 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-30 10:00:21 +0900,2023-09-07 10:00:21 +0900
June2023_WBACK_20OFF300 (2023-08-29 20:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-30 05:00:46 +0900,2023-09-07 05:00:46 +0900
June2023_WBACK_10OFF150 (2023-08-29 19:02),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-08-30 04:02:06 +0900,2023-09-07 04:02:06 +0900
June2023_WBACK_3OFF30 (2023-08-29 19:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-30 04:01:41 +0900,2023-09-07 04:01:41 +0900
6_2023_5OFF100 (2023-08-29 15:11),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-30 00:11:55 +0900,2023-09-03 00:11:55 +0900
June2023_TKS_3OFF30 (2023-08-29 11:30),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-29 20:30:15 +0900,2023-09-06 20:30:15 +0900
JFTHANKYOU (2023-08-29 02:01),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-29 11:01:05 +0900,2023-09-06 11:01:05 +0900
6_2023_3OFF50 (2023-08-28 22:39),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-29 07:39:30 +0900,2023-09-02 07:39:30 +0900
June2023_WBACK_20OFF300 (2023-08-28 20:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-29 05:00:39 +0900,2023-09-06 05:00:39 +0900
June2023_TKS_5OFF50 (2023-08-28 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-29 05:00:21 +0900,2023-09-06 05:00:21 +0900
June2023_WBACK_3OFF30 (2023-08-28 19:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-29 04:01:01 +0900,2023-09-06 04:01:01 +0900
6_2023_10OFF300 (2023-08-28 17:57),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-29 02:57:31 +0900,2023-09-02 02:57:31 +0900
June2023_WBACK_10OFF150 (2023-08-28 13:03),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-08-28 22:03:58 +0900,2023-09-05 22:03:58 +0900
6_2023_5OFF100 (2023-08-28 12:58),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-28 21:58:27 +0900,2023-09-01 21:58:27 +0900
June2023_TKS_3OFF30 (2023-08-28 11:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-08-28 20:00:39 +0900,2023-09-05 20:00:39 +0900
JFTHANKYOU (2023-08-27 20:20),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-28 05:20:13 +0900,2023-09-05 05:20:13 +0900
June2023_TKS_5OFF50 (2023-08-27 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-28 05:00:20 +0900,2023-09-05 05:00:20 +0900
6_2023_10OFF300 (2023-08-27 16:00),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-28 01:00:13 +0900,2023-09-01 01:00:13 +0900
6_2023_3OFF50 (2023-08-27 12:04),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-27 21:04:30 +0900,2023-08-31 21:04:30 +0900
June2023_TKS_3OFF30 (2023-08-27 09:00),-3,fixed_amount,Amount Off,order,30,,,,all,2,1,1,Expired,2023-08-27 18:00:22 +0900,2023-09-04 18:00:22 +0900
df36a9098101,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-27 17:36:54 +0900,
6_2023_5OFF100 (2023-08-27 06:50),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-27 15:50:27 +0900,2023-08-31 15:50:27 +0900
June2023_TKS_5OFF50 (2023-08-26 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-27 05:00:19 +0900,2023-09-04 05:00:19 +0900
June2023_TKS_3OFF30 (2023-08-26 09:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-26 18:00:16 +0900,2023-09-03 18:00:16 +0900
NEWHH8G39ZVE,-5,percentage,Amount Off,order,,,,,all,1,1,1,Active,2023-08-26 16:33:10 +0900,
4V6ME6G0JYR5,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-26 15:53:41 +0900,
1YNMT1F1PQKH,-10,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-26 15:17:15 +0900,
6_2023_5OFF100 (2023-08-26 04:53),-5,fixed_amount,Amount Off,order,100,,,,all,1,1,1,Expired,2023-08-26 13:53:27 +0900,2023-08-30 13:53:27 +0900
6_2023_3OFF50 (2023-08-26 03:56),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-26 12:56:30 +0900,2023-08-30 12:56:30 +0900
June2023_TKS_5OFF50 (2023-08-25 13:03),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-25 22:03:30 +0900,2023-09-02 22:03:30 +0900
P830HE378A38,-7,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-25 19:19:44 +0900,
ade76e8adb93,-2,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-25 14:29:54 +0900,
June2023_TKS_3OFF30 (2023-08-25 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-25 13:00:17 +0900,2023-09-02 13:00:17 +0900
6_2023_10OFF300 (2023-08-25 02:09),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-25 11:09:09 +0900,2023-08-29 11:09:09 +0900
6_2023_3OFF50 (2023-08-25 02:09),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-25 11:09:09 +0900,2023-08-29 11:09:09 +0900
6_2023_5OFF100 (2023-08-25 02:09),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-25 11:09:09 +0900,2023-08-29 11:09:09 +0900
June2023_TKS_5OFF50 (2023-08-24 13:02),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-24 22:02:24 +0900,2023-09-01 22:02:24 +0900
June2023_TKS_3OFF30 (2023-08-24 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-08-24 13:00:17 +0900,2023-09-01 13:00:17 +0900
6_2023_3OFF50 (2023-08-23 23:50),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-24 08:50:29 +0900,2023-08-28 08:50:29 +0900
6_2023_5OFF100 (2023-08-23 16:23),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-24 01:23:39 +0900,2023-08-28 01:23:39 +0900
6_2023_10OFF300 (2023-08-23 16:10),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-24 01:10:07 +0900,2023-08-28 01:10:07 +0900
June2023_TKS_5OFF50 (2023-08-23 04:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-23 13:00:17 +0900,2023-08-31 13:00:17 +0900
June2023_TKS_3OFF30 (2023-08-23 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-08-23 13:00:16 +0900,2023-08-31 13:00:16 +0900
c5032aec158e,-2,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-23 06:33:05 +0900,
c747e5afe634,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-23 03:00:07 +0900,
6_2023_3OFF50 (2023-08-22 16:55),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-23 01:55:36 +0900,2023-08-27 01:55:36 +0900
6_2023_10OFF300 (2023-08-22 15:14),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-23 00:14:31 +0900,2023-08-27 00:14:31 +0900
6_2023_5OFF100 (2023-08-22 14:50),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-22 23:50:46 +0900,2023-08-26 23:50:46 +0900
369BFKF85FP2,-8,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-22 13:55:07 +0900,
June2023_TKS_3OFF30 (2023-08-22 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-08-22 12:00:17 +0900,2023-08-30 12:00:17 +0900
June2023_TKS_5OFF50 (2023-08-22 02:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-22 11:00:25 +0900,2023-08-30 11:00:25 +0900
3820c69b7434,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-22 10:48:23 +0900,
1c6b9aab5fe8,-22,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2023-08-22 08:51:15 +0900,
6_2023_3OFF50 (2023-08-21 15:28),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-22 00:28:30 +0900,2023-08-26 00:28:30 +0900
6_2023_10OFF300 (2023-08-21 10:10),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-21 19:10:37 +0900,2023-08-25 19:10:37 +0900
B962J8192TJM,-4,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-21 17:40:14 +0900,
June2023_TKS_3OFF30 (2023-08-21 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-21 12:00:15 +0900,2023-08-29 12:00:15 +0900
6_2023_5OFF100 (2023-08-21 02:23),-5,fixed_amount,Amount Off,order,100,,,,all,1,1,1,Expired,2023-08-21 11:23:27 +0900,2023-08-25 11:23:27 +0900
June2023_TKS_5OFF50 (2023-08-21 02:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-21 11:00:24 +0900,2023-08-29 11:00:24 +0900
6_2023_3OFF50 (2023-08-20 04:06),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-20 13:06:30 +0900,2023-08-24 13:06:30 +0900
6_2023_5OFF100 (2023-08-20 02:01),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-20 11:01:53 +0900,2023-08-24 11:01:53 +0900
JFTHANKYOU (2023-08-20 02:01),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-20 11:01:53 +0900,2023-08-28 11:01:53 +0900
6_2023_10OFF300 (2023-08-20 02:01),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-20 11:01:53 +0900,2023-08-24 11:01:53 +0900
June2023_TKS_5OFF50 (2023-08-20 02:00),-5,fixed_amount,Amount Off,order,50,,,,all,2,1,1,Expired,2023-08-20 11:00:17 +0900,2023-08-28 11:00:17 +0900
June2023_TKS_3OFF30 (2023-08-20 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-20 11:00:17 +0900,2023-08-28 11:00:17 +0900
June2023_TKS_3OFF30 (2023-08-19 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-19 11:00:16 +0900,2023-08-27 11:00:16 +0900
June2023_TKS_5OFF50 (2023-08-19 01:59),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-19 10:59:43 +0900,2023-08-27 10:59:43 +0900
6_2023_3OFF50 (2023-08-19 01:59),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-19 10:59:43 +0900,2023-08-23 10:59:43 +0900
JFTHANKYOU (2023-08-18 20:20),-5,percentage,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-19 05:20:13 +0900,2023-08-27 05:20:13 +0900
6_2023_5OFF100 (2023-08-18 18:57),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-19 03:57:31 +0900,2023-08-23 03:57:31 +0900
c0b0365c640b,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-18 18:22:20 +0900,
109a49bf6e5b,-5,fixed_amount,Amount Off,order,20,,,,all,0,,1,Active,2023-08-18 18:19:18 +0900,
6_2023_10OFF300 (2023-08-18 09:11),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-18 18:11:31 +0900,2023-08-22 18:11:31 +0900
989cbc8c1b6a,-4,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2023-08-18 17:25:27 +0900,
June2023_TKS_3OFF30 (2023-08-18 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-18 11:00:16 +0900,2023-08-26 11:00:16 +0900
6_2023_3OFF50 (2023-08-18 01:18),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-18 10:18:30 +0900,2023-08-22 10:18:30 +0900
June2023_TKS_5OFF50 (2023-08-18 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-18 10:00:29 +0900,2023-08-26 10:00:29 +0900
6_2023_5OFF100 (2023-08-17 14:32),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-17 23:32:33 +0900,2023-08-21 23:32:33 +0900
41ca07642b2b,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-17 19:55:14 +0900,
XG4ASTTBN3CD,-7,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-17 16:29:26 +0900,
June2023_TKS_3OFF30 (2023-08-17 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-17 11:00:16 +0900,2023-08-25 11:00:16 +0900
June2023_TKS_5OFF50 (2023-08-16 13:02),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-16 22:02:24 +0900,2023-08-24 22:02:24 +0900
6_2023_10OFF300 (2023-08-16 12:54),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-16 21:54:48 +0900,2023-08-20 21:54:48 +0900
6_2023_3OFF50 (2023-08-16 12:54),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-16 21:54:13 +0900,2023-08-20 21:54:13 +0900
73RA4DFCX92M,-7,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-08-16 16:29:15 +0900,
6_2023_5OFF100 (2023-08-16 06:10),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-16 15:10:27 +0900,2023-08-20 15:10:27 +0900
cdf2af2cc694,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-16 12:46:57 +0900,
1N5QF94XG6B1,-7,fixed_amount,Amount Off,order,,,,,all,1,1,1,Active,2023-08-16 12:09:59 +0900,
June2023_TKS_3OFF30 (2023-08-16 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-16 11:00:16 +0900,2023-08-24 11:00:16 +0900
21590ac82b65,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-08-16 08:33:16 +0900,
June2023_TKS_5OFF50 (2023-08-15 11:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-15 20:00:40 +0900,2023-08-23 20:00:40 +0900
6_2023_3OFF50 (2023-08-15 08:16),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-08-15 17:16:30 +0900,2023-08-19 17:16:30 +0900
T7BH1KHS4YNX,-10,percentage,Amount Off,order,,,,,all,0,1,1,Active,2023-08-15 16:26:31 +0900,
June2023_TKS_3OFF30 (2023-08-15 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-08-15 11:00:16 +0900,2023-08-23 11:00:16 +0900
June2023_TKS_5OFF50 (2023-08-14 11:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-14 20:00:20 +0900,2023-08-22 20:00:20 +0900
6_2023_10OFF300 (2023-08-14 09:36),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-08-14 18:36:31 +0900,2023-08-18 18:36:31 +0900
6_2023_5OFF100 (2023-08-14 08:57),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-08-14 17:57:27 +0900,2023-08-18 17:57:27 +0900
6_2023_3OFF50 (2023-08-14 03:49),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-08-14 12:49:36 +0900,2023-08-18 12:49:36 +0900
June2023_TKS_3OFF30 (2023-08-14 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-08-14 11:00:16 +0900,2023-08-22 11:00:16 +0900
